LSOA code_2011,IDACI_Decile
E01026209,8
E01026221,6
E01026222,7
E01026227,3
E01026230,3
E01026231,7
E01026232,7
E01026235,3
E01026228,6
E01026229,6
E01026233,8
E01026234,9
E01026236,6
E01026200,7
E01026201,4
E01026202,7
E01026207,5
E01026208,8
E01026220,5
E01032988,6
E01032989,6
E01032993,7
E01026214,10
E01026215,9
E01026218,8
E01026219,9
E01032991,8
E01032992,7
E01013254,3
E01013255,4
E01013256,6
E01013257,7
E01013258,4
E01013259,1
E01013303,4
E01013304,8
E01013305,9
E01013307,6
E01013288,7
E01013291,1
E01013292,8
E01013294,6
E01013270,5
E01013306,6
E01013308,4
E01013309,7
E01013286,4
E01013287,7
E01013289,9
E01013290,6
E01013293,10
E01013245,2
E01013246,4
E01013247,6
E01013248,6
E01013249,4
E01013297,6
E01013300,2
E01013302,6
E01013331,3
E01013296,2
E01013298,1
E01013299,1
E01013330,3
E01013332,3
E01013295,5
E01013301,5
E01013333,6
E01013334,4
E01013310,3
E01013312,2
E01013313,5
E01013314,5
E01013267,6
E01013268,7
E01013269,7
E01013271,4
E01013272,4
E01013273,8
E01013279,1
E01013285,5
E01013316,8
E01013321,9
E01013274,7
E01013275,8
E01013276,6
E01013277,7
E01013315,4
E01013317,5
E01013318,6
E01013319,3
E01013238,3
E01013240,3
E01013311,1
E01013320,6
E01013278,1
E01013280,3
E01013281,2
E01013283,1
E01013236,5
E01013239,5
E01013282,2
E01013284,2
E01013237,1
E01013261,8
E01013262,9
E01013263,6
E01033296,8
E01033297,8
E01013260,9
E01013264,6
E01013265,10
E01013266,9
E01013241,9
E01013242,6
E01013243,5
E01013244,6
E01013324,8
E01013326,6
E01013327,8
E01013328,10
E01013322,7
E01013323,6
E01013325,10
E01013329,3
E01013250,6
E01013251,9
E01013252,9
E01013253,5
E01026770,7
E01026771,7
E01026772,5
E01026773,6
E01026739,7
E01026763,4
E01026764,4
E01026765,6
E01026734,4
E01026735,3
E01026736,4
E01026777,4
E01026778,6
E01026779,4
E01026741,5
E01026742,8
E01026743,3
E01026762,5
E01026766,6
E01026781,5
E01026731,7
E01026732,8
E01026733,5
E01026737,7
E01026738,6
E01026750,5
E01026751,4
E01026752,4
E01026729,6
E01026730,6
E01026788,4
E01026780,5
E01026782,4
E01026787,6
E01026753,3
E01026754,6
E01026755,7
E01026756,3
E01026757,6
E01026758,7
E01026759,5
E01026760,6
E01026761,6
E01026745,6
E01026746,7
E01026747,5
E01026748,7
E01026749,4
E01026740,6
E01026767,8
E01026768,6
E01026789,7
E01026790,5
E01026774,5
E01026775,4
E01026776,6
E01026786,7
E01026744,5
E01026769,7
E01026783,8
E01026784,4
E01026785,7
E01014790,10
E01014795,5
E01014797,7
E01032675,7
E01032676,8
E01032681,8
E01014789,9
E01014793,9
E01014794,9
E01014798,9
E01014792,8
E01014796,10
E01032677,6
E01032678,10
E01032682,7
E01014766,10
E01014767,10
E01014786,3
E01014787,7
E01014752,8
E01014754,9
E01014758,10
E01014759,9
E01014849,10
E01014850,10
E01014851,7
E01014852,9
E01032674,9
E01032680,8
E01014750,8
E01014751,4
E01014753,5
E01014755,10
E01014760,6
E01014780,5
E01014781,7
E01014782,7
E01014783,6
E01014784,7
E01014785,10
E01014775,10
E01014776,9
E01014777,8
E01014778,10
E01014779,10
E01014756,9
E01014757,10
E01014761,9
E01014762,7
E01014763,6
E01014737,10
E01014738,6
E01014739,10
E01014740,10
E01014855,10
E01014856,7
E01014857,7
E01014858,8
E01014859,7
E01014860,5
E01014847,10
E01014848,8
E01014853,8
E01014854,9
E01014764,6
E01014765,3
E01014773,9
E01014774,7
E01014821,7
E01014822,9
E01014823,7
E01014824,6
E01014825,7
E01014826,5
E01014827,2
E01014817,6
E01014820,4
E01014835,1
E01014836,4
E01014838,5
E01014840,3
E01014812,5
E01014813,7
E01014815,3
E01014816,9
E01014818,9
E01014819,6
E01014841,2
E01014842,2
E01014843,5
E01014844,2
E01014845,6
E01014846,7
E01014799,3
E01014800,1
E01014801,1
E01014802,3
E01014809,2
E01014811,4
E01014829,1
E01014830,3
E01014831,1
E01014832,1
E01014833,1
E01014804,6
E01014806,3
E01014807,3
E01014808,5
E01014744,9
E01014746,2
E01014769,6
E01014770,8
E01014771,6
E01014772,6
E01014741,6
E01014742,9
E01014745,8
E01014747,9
E01014748,8
E01014749,8
E01014803,9
E01014805,6
E01014828,1
E01014834,1
E01014839,5
E01032666,5
E01032667,6
E01032668,6
E01032672,9
E01032673,4
E01014810,1
E01032669,5
E01032670,5
E01032671,6
E01032679,6
E01008547,10
E01008548,10
E01008549,9
E01008551,9
E01008478,2
E01008480,3
E01008504,10
E01008578,3
E01008583,3
E01008520,9
E01008523,10
E01008546,10
E01008550,10
E01008577,7
E01008579,10
E01008580,8
E01008581,9
E01008582,3
E01008517,10
E01008519,8
E01008521,9
E01008522,10
E01008584,5
E01008585,9
E01008587,8
E01008588,6
E01008589,9
E01008518,9
E01008564,9
E01008565,4
E01008567,3
E01008475,10
E01008476,2
E01008477,2
E01008479,8
E01008552,8
E01008553,6
E01008554,5
E01008555,5
E01008586,9
E01008495,10
E01008496,6
E01008497,8
E01008498,10
E01008568,2
E01008569,2
E01008570,7
E01032647,10
E01032648,4
E01008500,8
E01008505,8
E01008506,4
E01008507,10
E01008493,9
E01008494,6
E01008556,8
E01008557,10
E01008470,5
E01008499,6
E01008502,2
E01008516,10
E01008488,2
E01008489,2
E01008490,4
E01008491,2
E01008558,9
E01008560,10
E01008561,3
E01008562,9
E01008525,8
E01008527,6
E01008559,8
E01008563,10
E01008469,7
E01008472,8
E01008473,8
E01008501,9
E01008503,3
E01008471,3
E01008474,2
E01008513,2
E01008514,4
E01032649,3
E01032650,1
E01008486,2
E01008487,3
E01008526,10
E01008530,6
E01008461,2
E01008466,10
E01008467,5
E01008468,2
E01008483,4
E01008524,1
E01008528,9
E01008529,8
E01008481,2
E01008482,2
E01008484,1
E01008485,1
E01008492,2
E01008462,5
E01008463,4
E01008464,7
E01008465,7
E01008531,8
E01008532,4
E01008534,8
E01008538,7
E01008508,3
E01008509,2
E01008510,4
E01008512,2
E01008539,6
E01008540,1
E01008541,2
E01008544,1
E01008545,1
E01008511,3
E01008542,1
E01008543,2
E01008571,1
E01008572,1
E01008573,1
E01008574,5
E01008576,2
E01008533,4
E01008535,6
E01008536,3
E01008537,3
E01008575,1
E01031035,6
E01031036,8
E01031037,5
E01031038,6
E01031039,8
E01031040,9
E01031016,4
E01031025,5
E01031026,4
E01031031,5
E01031032,3
E01031009,6
E01031010,3
E01031011,7
E01031012,4
E01031013,9
E01031014,8
E01031015,2
E01031023,9
E01031024,8
E01031033,5
E01031034,10
E01031005,4
E01031008,4
E01031017,8
E01031018,6
E01031029,6
E01031030,3
E01031019,9
E01031020,9
E01031021,6
E01031022,6
E01031041,8
E01031042,8
E01031006,3
E01031007,9
E01031027,6
E01031028,8
E01025924,8
E01025925,8
E01025926,7
E01025927,3
E01025928,8
E01025923,8
E01025944,10
E01025945,7
E01025946,8
E01025915,10
E01025916,8
E01025917,8
E01025918,3
E01025960,7
E01025961,7
E01025962,2
E01025965,9
E01025955,10
E01025956,6
E01025963,6
E01025964,9
E01025914,10
E01025919,6
E01025920,4
E01025921,8
E01025966,4
E01025967,6
E01025968,10
E01025969,6
E01025950,3
E01025951,9
E01025952,5
E01025953,5
E01025954,8
E01025932,1
E01025933,2
E01025934,1
E01025935,9
E01025936,5
E01025929,7
E01025930,4
E01025931,4
E01025957,4
E01025937,9
E01025958,7
E01025959,7
E01033102,6
E01033103,9
E01025913,9
E01025947,8
E01025948,6
E01025949,2
E01025938,9
E01025939,6
E01025940,8
E01025941,8
E01025942,7
E01025943,4
E01027145,6
E01027148,9
E01027149,9
E01027232,4
E01027218,6
E01027219,7
E01027221,7
E01027222,8
E01027143,7
E01027144,9
E01027146,8
E01027147,5
E01027195,3
E01027245,2
E01027247,5
E01027248,1
E01027249,1
E01027174,7
E01027175,3
E01027178,2
E01027200,2
E01027246,1
E01027171,8
E01027172,8
E01027182,6
E01027183,7
E01027196,2
E01027197,2
E01027198,3
E01027199,1
E01027190,8
E01027191,5
E01027193,9
E01027194,8
E01027192,6
E01027229,2
E01027230,2
E01027231,2
E01027179,5
E01027180,5
E01027181,10
E01027140,1
E01027142,3
E01027176,5
E01027177,1
E01027168,1
E01027169,7
E01027170,2
E01027173,3
E01027136,8
E01027186,9
E01027188,4
E01027220,7
E01027208,7
E01027209,9
E01027211,6
E01027212,8
E01027184,7
E01027185,3
E01027187,6
E01027189,5
E01027137,1
E01027138,6
E01027139,6
E01027141,6
E01027259,6
E01027239,1
E01027241,2
E01027242,2
E01027243,2
E01027244,2
E01027213,6
E01027214,2
E01027216,5
E01027240,4
E01027207,8
E01027210,7
E01027215,8
E01027217,6
E01027255,8
E01027256,8
E01027258,10
E01027260,7
E01027152,4
E01027153,1
E01027154,4
E01032978,1
E01032979,1
E01027132,4
E01027133,6
E01027134,6
E01027135,8
E01027155,3
E01027225,3
E01027227,3
E01027228,5
E01027151,2
E01027236,8
E01027237,5
E01027238,5
E01027223,2
E01027224,4
E01027226,5
E01027257,9
E01027233,2
E01027234,7
E01027235,1
E01027252,2
E01027156,3
E01027159,7
E01027160,8
E01027161,3
E01027158,5
E01027201,7
E01027202,8
E01032980,3
E01032981,4
E01027250,10
E01027253,7
E01027254,8
E01032975,9
E01032976,7
E01032977,4
E01027162,9
E01027163,10
E01027164,8
E01027165,9
E01027166,8
E01027167,7
E01027203,8
E01027204,7
E01027205,10
E01027206,10
E01027376,6
E01027377,4
E01027385,3
E01027387,4
E01027388,1
E01027389,6
E01027378,9
E01027379,10
E01027380,6
E01027382,6
E01027386,5
E01027374,6
E01027375,7
E01027381,7
E01027383,8
E01027384,6
E01027390,6
E01027356,9
E01027357,9
E01027366,7
E01027367,10
E01027358,6
E01027359,4
E01033715,4
E01033717,9
E01027361,4
E01027362,4
E01027363,1
E01027364,6
E01027370,7
E01027371,6
E01027372,8
E01027365,9
E01027368,7
E01027369,8
E01027373,9
E01027443,1
E01027444,5
E01027445,5
E01027446,10
E01027451,1
E01027474,4
E01027475,8
E01027541,3
E01027542,1
E01027543,2
E01027544,2
E01027528,2
E01027529,4
E01027539,1
E01027545,1
E01027546,1
E01027457,10
E01027462,3
E01027463,10
E01027524,3
E01027525,6
E01027526,9
E01027527,1
E01027536,4
E01027533,2
E01027540,1
E01027549,8
E01033716,2
E01027532,3
E01027537,2
E01027538,10
E01027447,10
E01027448,10
E01027450,10
E01027473,10
E01027452,6
E01027453,8
E01027461,1
E01033718,4
E01027530,2
E01027531,3
E01027534,2
E01027535,9
E01027553,6
E01027554,6
E01027455,10
E01027456,10
E01027458,10
E01027460,10
E01027479,8
E01027480,9
E01027503,9
E01027511,8
E01027515,5
E01027517,7
E01027518,1
E01027519,1
E01027550,4
E01027551,2
E01027552,1
E01027514,5
E01027516,6
E01027520,9
E01027521,8
E01027522,2
E01027523,3
E01027392,1
E01027393,2
E01027416,1
E01027424,1
E01027414,2
E01027415,1
E01027431,1
E01027441,6
E01027442,6
E01027391,2
E01027422,3
E01027423,3
E01027429,2
E01027430,2
E01027425,9
E01027426,1
E01027427,1
E01027428,8
E01027437,10
E01027438,7
E01027439,10
E01027440,9
E01027400,10
E01027401,10
E01027402,10
E01027403,10
E01027395,3
E01027396,4
E01027397,2
E01027399,9
E01027404,9
E01027405,10
E01027398,3
E01027409,6
E01027411,3
E01027412,1
E01027413,4
E01027417,7
E01027418,7
E01027419,8
E01027420,8
E01027421,3
E01027394,5
E01027406,9
E01027407,7
E01027408,5
E01027410,10
E01027432,4
E01027433,4
E01027434,6
E01027435,4
E01027436,3
E01027464,10
E01027465,9
E01027466,5
E01033714,10
E01027449,10
E01027468,10
E01027469,10
E01027471,9
E01027472,9
E01027476,5
E01027489,7
E01027490,6
E01027491,8
E01027492,10
E01027493,2
E01027494,9
E01027483,9
E01027496,6
E01027508,10
E01027513,10
E01027484,8
E01027485,5
E01027486,6
E01027487,4
E01027512,6
E01027497,7
E01027498,5
E01027499,9
E01027500,4
E01027501,6
E01027502,6
E01027481,9
E01027482,9
E01027504,10
E01027506,8
E01027507,10
E01027509,10
E01027477,7
E01027478,7
E01027488,7
E01027495,6
E01027505,10
E01027510,8
E01026797,4
E01026798,2
E01026799,4
E01026800,2
E01026801,7
E01026802,4
E01026828,2
E01026829,2
E01026830,2
E01026831,6
E01026832,1
E01026833,1
E01026834,1
E01026841,4
E01026842,6
E01026843,3
E01026844,2
E01026845,4
E01026846,3
E01026803,2
E01026804,2
E01026805,2
E01026806,7
E01026807,2
E01026808,1
E01026809,3
E01026791,2
E01026792,4
E01026793,1
E01026794,3
E01026796,1
E01033435,5
E01033436,2
E01026863,3
E01026864,4
E01026865,1
E01026866,4
E01026867,1
E01026868,1
E01026869,1
E01026822,1
E01026823,3
E01026824,1
E01026825,3
E01026826,2
E01026827,2
E01026835,6
E01026836,10
E01026837,9
E01026838,10
E01026839,8
E01026840,6
E01026858,3
E01026859,2
E01026860,3
E01026861,2
E01026862,4
E01026852,9
E01026853,3
E01026855,7
E01026856,5
E01026857,9
E01033434,6
E01033437,2
E01026810,5
E01026811,10
E01026812,10
E01026813,10
E01026814,3
E01026815,10
E01026816,5
E01026817,2
E01026818,1
E01026819,1
E01026820,2
E01026821,2
E01033438,8
E01033439,4
E01033440,5
E01033441,7
E01026848,2
E01026849,7
E01026850,4
E01013887,7
E01013892,7
E01013893,1
E01013894,5
E01013879,1
E01013880,1
E01013881,1
E01013882,1
E01013885,1
E01013886,1
E01013888,3
E01013889,3
E01013890,4
E01013891,1
E01013875,6
E01013876,1
E01013877,1
E01013878,1
E01013883,1
E01013884,1
E01013853,2
E01013854,1
E01013855,1
E01013856,2
E01033397,2
E01033398,3
E01013963,1
E01013964,3
E01013965,2
E01013966,2
E01013967,3
E01013827,2
E01013828,2
E01013834,1
E01013835,2
E01013836,1
E01013829,3
E01013830,3
E01013831,6
E01013832,2
E01013833,1
E01013935,6
E01013968,8
E01013969,4
E01013970,4
E01013971,7
E01013817,1
E01013818,1
E01013822,1
E01013825,1
E01013826,1
E01013837,6
E01013838,6
E01013839,1
E01013840,6
E01013841,1
E01013819,1
E01013820,1
E01013821,1
E01013823,1
E01013824,1
E01013864,1
E01013865,2
E01013866,2
E01013867,1
E01013937,4
E01013938,9
E01013941,7
E01013943,1
E01013972,4
E01013936,4
E01013939,4
E01013940,1
E01013942,1
E01013843,3
E01013844,2
E01013845,2
E01013847,2
E01013810,2
E01013811,2
E01013812,1
E01013842,2
E01013846,3
E01013930,4
E01013931,5
E01013932,6
E01013933,2
E01013934,4
E01013859,3
E01013861,1
E01013868,1
E01013929,5
E01013954,1
E01013959,1
E01013960,1
E01013962,1
E01013813,1
E01013814,1
E01013815,3
E01013816,2
E01013958,1
E01013961,1
E01033399,1
E01033401,1
E01033405,1
E01033409,5
E01033411,1
E01013913,5
E01013914,6
E01013915,3
E01013916,2
E01013917,2
E01013858,1
E01013860,2
E01013862,1
E01013863,3
E01013944,5
E01013945,2
E01013947,2
E01013948,1
E01013953,2
E01033395,4
E01033396,1
E01013977,8
E01013978,8
E01013979,7
E01013981,8
E01032520,9
E01032522,9
E01033404,1
E01013918,2
E01013919,1
E01013920,2
E01013921,1
E01013957,2
E01013980,9
E01013982,9
E01013983,3
E01013984,9
E01013985,7
E01013924,1
E01013926,1
E01013928,5
E01033408,3
E01033410,7
E01013973,1
E01013974,4
E01013975,7
E01013976,1
E01013895,7
E01013896,1
E01013901,10
E01013902,8
E01013897,2
E01013898,2
E01013899,2
E01013900,3
E01013903,4
E01013907,3
E01013905,3
E01013908,1
E01013909,1
E01013912,5
E01013904,4
E01013906,2
E01013910,2
E01013911,2
E01013849,1
E01013850,3
E01013851,1
E01013852,2
E01032621,3
E01013874,2
E01033400,2
E01033402,4
E01033403,3
E01033406,4
E01033407,2
E01013870,1
E01013871,2
E01013872,3
E01013873,2
E01031110,9
E01031111,10
E01031112,8
E01031113,8
E01031114,8
E01031073,4
E01031074,4
E01031075,1
E01032890,1
E01031100,10
E01031101,10
E01031102,8
E01031103,10
E01031104,8
E01031081,4
E01031082,8
E01031083,8
E01031084,6
E01031085,6
E01031043,2
E01031044,2
E01031045,4
E01031046,4
E01031047,5
E01031057,1
E01031058,3
E01031059,4
E01031060,4
E01031061,6
E01031090,1
E01031091,7
E01031092,2
E01031093,4
E01031094,4
E01031048,4
E01031049,6
E01031050,4
E01031051,7
E01031115,5
E01031116,1
E01031117,3
E01031118,1
E01031119,4
E01031052,4
E01031053,5
E01031054,3
E01031055,6
E01031056,4
E01031120,9
E01031121,10
E01031122,8
E01031123,9
E01031124,9
E01031105,6
E01031106,5
E01031107,7
E01031108,7
E01031109,4
E01031062,6
E01031063,3
E01031064,4
E01031065,2
E01031066,2
E01031067,5
E01031068,6
E01031069,9
E01031070,5
E01031095,3
E01031096,5
E01031097,3
E01031098,5
E01031099,7
E01031086,5
E01031087,4
E01031088,5
E01031089,6
E01031077,2
E01031078,6
E01031079,4
E01031080,4
E01032588,7
E01025970,9
E01025971,9
E01025972,8
E01025976,4
E01025977,8
E01025978,7
E01025992,3
E01025994,3
E01025997,3
E01025999,3
E01026005,7
E01025985,7
E01025986,6
E01025987,2
E01025988,4
E01025989,2
E01025990,7
E01025991,9
E01025993,7
E01025998,7
E01026000,7
E01026001,7
E01025995,6
E01026003,4
E01026004,10
E01032600,6
E01032601,7
E01025973,10
E01025974,6
E01025975,9
E01025980,10
E01025979,8
E01025981,7
E01025982,8
E01025983,7
E01025984,10
E01005357,7
E01005358,3
E01005359,8
E01005360,3
E01005441,3
E01005442,9
E01005444,5
E01005445,3
E01005361,8
E01005443,9
E01005446,4
E01005447,4
E01005390,9
E01005394,6
E01005395,5
E01005396,4
E01005355,5
E01005356,8
E01005399,5
E01005403,6
E01005410,10
E01005411,9
E01005414,10
E01005415,6
E01005452,8
E01005453,7
E01032558,1
E01032559,6
E01005391,6
E01005392,3
E01005393,9
E01005401,9
E01005397,7
E01005398,5
E01005400,2
E01005402,6
E01005335,8
E01005337,3
E01005339,9
E01005340,2
E01005421,2
E01005422,1
E01032920,3
E01005448,1
E01005449,2
E01005454,6
E01005455,5
E01005456,2
E01005407,10
E01005412,8
E01005416,9
E01005417,9
E01005348,1
E01005350,1
E01005432,1
E01005433,1
E01005329,9
E01005330,9
E01005333,9
E01005336,8
E01005349,2
E01005351,2
E01005352,2
E01005353,1
E01005354,1
E01005327,4
E01005328,3
E01005331,4
E01005334,10
E01005338,3
E01005387,5
E01005388,5
E01005389,1
E01005418,9
E01005428,3
E01005431,3
E01005450,2
E01005451,6
E01005408,9
E01005409,10
E01032922,8
E01005406,10
E01005413,10
E01005419,8
E01005420,6
E01005321,2
E01005326,4
E01005427,2
E01005429,2
E01005430,3
E01005320,2
E01005434,2
E01005437,4
E01005459,1
E01005383,2
E01005386,1
E01032556,6
E01032557,1
E01005342,1
E01005343,2
E01005344,2
E01005381,1
E01005332,3
E01005341,5
E01005345,6
E01005346,7
E01005347,5
E01005322,1
E01005323,1
E01005324,1
E01005325,1
E01005438,3
E01005377,1
E01005379,1
E01005380,1
E01005382,1
E01005439,4
E01005362,7
E01005364,7
E01005368,2
E01005376,1
E01005378,2
E01005363,3
E01005369,2
E01005370,1
E01005371,2
E01005365,7
E01005366,5
E01005367,8
E01005440,4
E01005372,3
E01005373,6
E01005374,4
E01005375,6
E01005435,4
E01005436,5
E01005460,3
E01005461,2
E01005462,5
E01005463,2
E01032921,3
E01028594,9
E01028595,9
E01028596,9
E01028597,6
E01028591,10
E01028592,10
E01032554,10
E01032555,3
E01028565,10
E01028583,9
E01028584,9
E01028585,10
E01028560,7
E01028561,8
E01028562,5
E01028563,9
E01028513,2
E01028514,2
E01028516,3
E01028538,5
E01028534,10
E01028535,9
E01028536,8
E01028537,9
E01028539,5
E01028540,7
E01028515,4
E01028571,8
E01028572,7
E01028573,9
E01028574,5
E01028521,7
E01028522,3
E01033282,9
E01028548,8
E01028549,9
E01028550,5
E01028551,8
E01028523,3
E01028524,2
E01028525,1
E01028526,5
E01028579,4
E01028580,4
E01028581,8
E01028582,6
E01028586,6
E01028587,3
E01028588,7
E01028541,9
E01028542,5
E01028543,4
E01028544,9
E01028531,5
E01028532,2
E01028533,2
E01028556,4
E01028557,4
E01028558,5
E01028559,4
E01028545,6
E01028546,3
E01028547,6
E01028527,5
E01028528,5
E01028529,4
E01028530,3
E01028575,5
E01028578,7
E01028552,1
E01028553,3
E01028554,3
E01028555,5
E01028576,1
E01028577,1
E01028517,2
E01028518,2
E01028519,2
E01028567,2
E01028520,1
E01028568,1
E01028569,2
E01028570,4
E01025191,8
E01025192,5
E01025193,6
E01025194,6
E01025195,8
E01025196,4
E01025197,9
E01025198,5
E01025199,9
E01025200,6
E01025201,6
E01025202,7
E01025205,2
E01025206,4
E01025207,2
E01025208,5
E01025220,2
E01025221,3
E01025222,6
E01025223,4
E01025178,10
E01025179,8
E01025180,9
E01025203,9
E01025226,2
E01025227,1
E01025228,7
E01025174,7
E01025175,10
E01025176,7
E01025177,10
E01025204,10
E01025211,8
E01025181,2
E01025182,3
E01025183,4
E01025184,3
E01025188,3
E01025189,3
E01025210,4
E01025217,3
E01025218,3
E01025219,2
E01025224,3
E01025225,4
E01025229,4
E01025230,4
E01025187,3
E01025190,4
E01025209,4
E01025216,5
E01025185,2
E01025186,3
E01025212,6
E01025213,5
E01025214,7
E01025215,3
E01015629,8
E01015635,8
E01015636,9
E01015679,6
E01015678,5
E01015680,2
E01015681,8
E01015682,7
E01015630,4
E01015631,9
E01015659,7
E01015684,10
E01015685,9
E01015589,10
E01015590,7
E01015626,9
E01015628,8
E01015617,5
E01015618,7
E01015619,4
E01015620,6
E01015674,3
E01015675,6
E01015676,4
E01015683,7
E01015686,6
E01015607,1
E01015609,1
E01015656,1
E01015657,1
E01015658,1
E01015660,3
E01015605,3
E01015608,2
E01015610,3
E01015633,1
E01015634,2
E01015593,1
E01015596,2
E01015662,2
E01015663,2
E01015664,1
E01015603,2
E01015604,3
E01015632,2
E01015661,3
E01015677,2
E01015591,4
E01015592,2
E01015594,3
E01015595,2
E01015597,1
E01015601,3
E01015651,6
E01015652,4
E01015653,7
E01015654,3
E01015606,3
E01015611,1
E01015613,3
E01015614,3
E01015615,4
E01015616,1
E01015599,3
E01015600,3
E01015602,2
E01015612,2
E01015655,5
E01015598,6
E01015687,8
E01015689,8
E01015690,8
E01015691,7
E01015622,4
E01015665,4
E01015688,5
E01015692,4
E01033173,9
E01033182,2
E01015621,4
E01015623,4
E01015624,4
E01015666,4
E01015668,2
E01015627,8
E01015644,5
E01015645,7
E01015646,8
E01015648,10
E01015667,4
E01015669,5
E01015670,3
E01015671,5
E01015672,8
E01015673,3
E01015637,1
E01015639,1
E01015640,2
E01015641,1
E01015642,1
E01015647,1
E01015638,3
E01015650,9
E01033174,4
E01033179,3
E01033181,8
E01015643,3
E01033175,9
E01033176,5
E01033177,6
E01033178,2
E01033180,5
E01015025,10
E01015097,9
E01015160,7
E01015164,7
E01015027,5
E01015159,3
E01015161,4
E01015162,3
E01015166,3
E01015023,2
E01015026,2
E01015028,1
E01015163,4
E01015165,5
E01015024,5
E01015082,2
E01015083,1
E01015084,4
E01015090,5
E01015091,6
E01015092,3
E01015093,6
E01015094,5
E01015085,4
E01015087,1
E01015088,1
E01015147,7
E01015148,4
E01015030,2
E01015070,5
E01015081,2
E01015086,3
E01015089,6
E01015029,4
E01015064,9
E01015065,10
E01015071,5
E01015076,5
E01015142,3
E01015143,3
E01015144,2
E01015146,1
E01015149,1
E01015150,2
E01015063,2
E01015068,9
E01015069,5
E01015095,5
E01015096,3
E01015074,2
E01015077,4
E01015079,5
E01015102,6
E01015104,9
E01015035,7
E01015037,5
E01015058,2
E01015066,7
E01015067,9
E01015072,2
E01015073,2
E01015078,1
E01015080,1
E01015106,5
E01015039,4
E01015040,2
E01015041,2
E01015075,1
E01015145,1
E01015120,9
E01015121,9
E01015123,8
E01015124,9
E01015125,9
E01015033,9
E01015034,10
E01015036,10
E01015038,8
E01015101,10
E01015098,8
E01015099,8
E01015100,7
E01015103,7
E01015105,9
E01015107,7
E01015110,8
E01015111,7
E01015119,8
E01015112,7
E01015113,10
E01015114,8
E01015118,9
E01015122,8
E01015042,3
E01015044,3
E01015167,3
E01015168,3
E01015171,4
E01015055,2
E01015056,3
E01015057,1
E01015059,3
E01015060,3
E01015176,2
E01015108,8
E01015109,5
E01015115,6
E01015116,6
E01015117,6
E01015031,7
E01015032,5
E01015049,7
E01015050,4
E01015051,4
E01015169,5
E01015170,2
E01015173,5
E01015174,5
E01015061,3
E01015062,5
E01015175,5
E01015177,4
E01015178,4
E01015043,1
E01015045,1
E01015046,2
E01015047,1
E01015048,1
E01015053,2
E01015054,2
E01015152,1
E01015156,1
E01032657,1
E01032658,1
E01015052,3
E01015179,6
E01015180,2
E01015181,3
E01015182,1
E01015151,2
E01015153,2
E01015155,1
E01015157,2
E01015158,3
E01015172,5
E01015126,10
E01015127,6
E01015131,9
E01015132,7
E01015133,8
E01015135,5
E01015136,6
E01015137,7
E01015138,6
E01015139,5
E01015141,10
E01015128,8
E01015129,5
E01015130,9
E01015134,8
E01015140,10
E01015431,10
E01015432,10
E01015433,10
E01015434,10
E01015379,3
E01015435,3
E01015436,6
E01015437,7
E01015395,10
E01015396,10
E01015397,9
E01015398,9
E01015399,10
E01015400,10
E01015401,10
E01015412,10
E01015413,6
E01015414,4
E01015415,3
E01015416,6
E01015407,8
E01015408,4
E01015409,4
E01015410,6
E01015411,5
E01015417,5
E01015418,8
E01015419,8
E01015420,4
E01015421,4
E01015422,7
E01015380,6
E01015381,2
E01015382,2
E01015383,6
E01015384,1
E01015385,4
E01015438,6
E01015439,3
E01015441,4
E01015442,3
E01015443,3
E01015444,4
E01015386,2
E01015387,6
E01015388,6
E01015389,7
E01015390,5
E01015391,8
E01015392,5
E01015393,5
E01015394,7
E01015440,5
E01015447,5
E01015449,2
E01015456,4
E01015457,8
E01015445,8
E01015446,7
E01015448,6
E01015450,7
E01015451,9
E01015458,9
E01015460,5
E01015461,6
E01015462,7
E01015463,9
E01015464,10
E01015427,6
E01015428,5
E01015429,2
E01015430,1
E01015465,4
E01015466,6
E01015468,4
E01032659,2
E01032660,4
E01032661,5
E01032662,2
E01015423,4
E01015424,5
E01015425,5
E01015426,3
E01015452,8
E01015453,6
E01015454,5
E01015455,8
E01015459,9
E01015402,8
E01015403,5
E01015404,10
E01015405,10
E01015406,9
E01017112,1
E01017115,2
E01017117,2
E01017119,3
E01017120,1
E01017051,3
E01017052,2
E01017053,1
E01017118,1
E01017050,7
E01017061,9
E01017063,10
E01017064,8
E01017054,4
E01017113,5
E01017114,8
E01017116,2
E01017055,6
E01017056,7
E01017057,9
E01017058,4
E01017060,8
E01017086,8
E01017089,4
E01017090,3
E01017091,4
E01017092,7
E01017014,5
E01017046,9
E01017047,7
E01017048,6
E01017085,4
E01017084,7
E01017087,5
E01017088,6
E01017105,4
E01017107,2
E01017104,4
E01017106,2
E01017108,2
E01017109,2
E01017041,7
E01017043,8
E01017044,5
E01017049,6
E01017110,5
E01017111,3
E01017013,5
E01017042,3
E01017045,5
E01017075,3
E01017082,3
E01017083,4
E01017036,2
E01017037,1
E01017038,1
E01017102,1
E01017103,1
E01017015,5
E01017016,6
E01017017,5
E01017018,7
E01017019,3
E01017020,4
E01017076,2
E01017077,2
E01017078,4
E01017079,2
E01017080,2
E01017081,3
E01017031,1
E01017032,1
E01017034,1
E01017039,1
E01017040,1
E01033381,2
E01033383,1
E01017021,7
E01017093,3
E01017096,5
E01017099,4
E01017100,6
E01017101,7
E01017035,1
E01017128,5
