LSOA code_2011,IDACI_Decile
E01018476,1
E01018477,3
E01018478,2
E01018479,7
E01018459,1
E01018460,5
E01018461,3
E01018466,1
E01018467,3
E01018482,3
E01018483,4
E01018484,2
E01018485,1
E01018499,8
E01018500,9
E01018501,4
E01018502,9
E01018462,1
E01018464,4
E01018496,7
E01018497,3
E01018498,2
E01018387,10
E01018388,2
E01018389,8
E01018390,6
E01018465,9
E01018468,8
E01018469,8
E01018470,10
E01018471,7
E01018386,10
E01018391,6
E01018392,10
E01018486,3
E01018487,3
E01018488,6
E01018489,6
E01018510,9
E01018511,4
E01018512,4
E01018513,10
E01018445,2
E01018446,3
E01018447,4
E01018448,7
E01018490,10
E01018491,10
E01018492,8
E01018505,10
E01018506,9
E01018507,10
E01018451,5
E01018454,3
E01018455,8
E01018456,10
E01018457,7
E01018493,9
E01018494,10
E01018495,8
E01018508,10
E01018509,8
E01018444,7
E01018480,6
E01018515,10
E01018516,10
E01033375,9
E01033376,10
E01033378,10
E01018452,5
E01018503,10
E01018504,5
E01033372,9
E01033373,3
E01018449,10
E01018450,9
E01018458,10
E01018481,10
E01018514,6
E01018534,4
E01018535,3
E01018536,9
E01018537,8
E01018685,1
E01018686,6
E01018687,9
E01018688,9
E01018689,5
E01018690,10
E01018675,9
E01018708,7
E01018721,8
E01018518,9
E01018569,10
E01018570,10
E01018571,9
E01018546,2
E01018547,5
E01018548,4
E01018549,5
E01018532,5
E01018533,8
E01018544,9
E01018545,8
E01018519,1
E01018520,3
E01018525,1
E01018563,2
E01018564,2
E01018523,2
E01018524,1
E01018541,4
E01018542,2
E01018543,5
E01018528,9
E01018529,9
E01018530,10
E01018531,7
E01018560,9
E01018561,10
E01018562,10
E01018522,1
E01018538,1
E01018539,3
E01018540,8
E01018521,1
E01018550,1
E01018551,3
E01018552,4
E01018553,1
E01018671,9
E01018672,4
E01018673,6
E01018674,6
E01018556,6
E01018557,4
E01018558,9
E01018559,9
E01018565,9
E01018566,6
E01018567,7
E01018568,10
E01018684,10
E01018695,9
E01018696,10
E01018697,8
E01018698,9
E01018526,9
E01018527,10
E01018554,10
E01018555,9
E01018704,5
E01018705,8
E01018706,6
E01018718,6
E01018722,8
E01018713,6
E01018714,3
E01018715,2
E01018726,3
E01018727,7
E01018728,6
E01018729,3
E01018709,6
E01018710,2
E01018711,6
E01018712,5
E01018699,6
E01018701,4
E01018716,1
E01018717,4
E01018719,4
E01018720,4
E01018308,6
E01018336,6
E01018337,3
E01018338,8
E01018358,9
E01018359,8
E01018691,7
E01018693,10
E01018694,10
E01018700,10
E01018702,8
E01018703,9
E01018676,10
E01018677,10
E01018678,10
E01018679,7
E01018692,10
E01018360,8
E01018366,8
E01018367,6
E01018680,10
E01018681,4
E01018682,8
E01018683,10
E01018364,2
E01018365,9
E01018378,2
E01018379,7
E01018380,6
E01018362,10
E01018363,9
E01018374,10
E01018375,7
E01018376,7
E01018377,9
E01018309,2
E01018310,1
E01018311,2
E01018312,2
E01018349,8
E01018350,10
E01018368,6
E01018370,10
E01018313,4
E01018314,1
E01018315,5
E01018316,1
E01018317,3
E01018345,6
E01018346,10
E01018347,3
E01018383,10
E01018384,9
E01018327,3
E01018343,5
E01018361,8
E01032930,5
E01032931,7
E01018326,7
E01018328,7
E01018329,6
E01018330,6
E01018331,7
E01018733,5
E01018734,3
E01018748,1
E01018749,5
E01018319,4
E01018344,8
E01018381,10
E01018382,7
E01018736,6
E01018737,6
E01018743,6
E01018744,4
E01018732,5
E01018745,2
E01018746,3
E01018747,4
E01018323,8
E01018324,10
E01018325,9
E01018385,10
E01018730,4
E01018738,1
E01018739,1
E01018741,7
E01018320,9
E01018321,10
E01018322,9
E01018348,9
E01018731,4
E01018735,6
E01018740,1
E01018742,7
E01018332,9
E01018333,8
E01018334,10
E01018340,4
E01018341,7
E01018342,4
E01018351,1
E01018352,6
E01018353,7
E01018354,1
E01018707,10
E01018723,8
E01018724,10
E01018725,8
E01018335,8
E01018369,8
E01018371,7
E01018372,8
E01018339,7
E01018355,4
E01018356,7
E01018357,8
E01018373,9
E01019526,3
E01019528,6
E01019572,2
E01019573,4
E01019574,4
E01019563,2
E01019564,8
E01019565,2
E01019566,2
E01019568,2
E01019527,1
E01019529,5
E01019530,4
E01019531,3
E01019553,6
E01019541,3
E01019542,3
E01019543,3
E01019544,4
E01019571,3
E01019532,6
E01019533,9
E01019534,6
E01019535,6
E01019536,4
E01019549,1
E01019550,4
E01019551,9
E01019552,5
E01019567,3
E01019537,8
E01019569,5
E01019570,4
E01019580,2
E01019581,5
E01019557,8
E01019558,9
E01019559,10
E01019560,4
E01019561,1
E01019562,4
E01019539,8
E01019540,9
E01019555,5
E01019590,8
E01019591,10
E01019538,6
E01019554,3
E01019556,2
E01019579,3
E01033387,6
E01033388,1
E01019586,9
E01019587,10
E01019588,10
E01019589,10
E01019592,10
E01019593,10
E01019545,5
E01019546,6
E01019547,3
E01019548,7
E01019582,4
E01019583,9
E01019585,5
E01019575,1
E01019576,2
E01019577,4
E01019578,1
E01031502,10
E01031503,10
E01031504,6
E01031519,7
E01031517,9
E01031518,8
E01031544,7
E01031545,9
E01031508,8
E01031520,8
E01031521,10
E01031536,8
E01031497,9
E01031511,9
E01031512,4
E01032717,6
E01031478,10
E01031479,9
E01031498,9
E01031514,7
E01031515,4
E01031516,8
E01031477,7
E01031485,10
E01031487,9
E01031509,6
E01031506,9
E01031507,10
E01031531,10
E01031533,6
E01031543,5
E01031482,1
E01031483,4
E01031486,7
E01031488,4
E01031494,3
E01031495,6
E01031475,8
E01031476,10
E01031532,10
E01031534,6
E01031535,6
E01031480,3
E01031481,5
E01031484,5
E01031490,6
E01031491,7
E01031474,9
E01031493,8
E01031496,8
E01031505,7
E01031489,9
E01031492,3
E01031513,8
E01031530,6
E01031538,3
E01031539,3
E01031499,3
E01031500,8
E01031501,4
E01031529,8
E01031540,7
E01031541,6
E01031542,8
E01031522,3
E01031523,7
E01031524,9
E01031525,6
E01031526,4
E01031527,5
E01031528,4
E01017750,10
E01017752,10
E01017766,10
E01017778,9
E01017747,7
E01017748,5
E01017749,10
E01017789,5
E01017790,1
E01017795,4
E01017769,10
E01017771,10
E01017780,9
E01017781,4
E01017770,8
E01017791,6
E01017792,5
E01017793,6
E01017768,9
E01017779,9
E01017785,10
E01017786,10
E01017787,10
E01017788,7
E01017741,6
E01017742,9
E01017743,5
E01017763,10
E01017764,10
E01017765,10
E01017739,10
E01017740,9
E01017744,8
E01017745,9
E01017746,9
E01017762,10
E01017775,9
E01017776,5
E01017777,10
E01017759,7
E01017760,10
E01017761,9
E01017794,10
E01017754,10
E01017755,10
E01017756,10
E01017757,10
E01017758,9
E01017751,10
E01017753,7
E01017767,8
E01017773,8
E01017774,10
E01017782,10
E01017783,10
E01017784,10
E01032609,6
E01024951,1
E01024952,5
E01024953,2
E01024954,6
E01024921,10
E01024978,8
E01024979,10
E01024980,8
E01024946,8
E01024947,10
E01024955,8
E01024956,8
E01024957,10
E01024958,4
E01024948,7
E01024949,7
E01024950,10
E01024977,10
E01024967,8
E01024968,10
E01024969,5
E01024970,9
E01024971,10
E01024972,10
E01024929,2
E01024930,4
E01024931,4
E01024932,8
E01024933,4
E01024937,9
E01024964,9
E01024974,10
E01024975,8
E01024976,8
E01024919,4
E01024920,8
E01024934,10
E01024935,8
E01024925,3
E01024926,3
E01024927,4
E01024928,6
E01024936,6
E01024938,7
E01024939,8
E01024940,4
E01024941,3
E01024923,8
E01024924,9
E01024963,8
E01024965,10
E01024966,9
E01024942,3
E01024943,2
E01024944,7
E01024945,4
E01024922,7
E01024959,4
E01024960,4
E01024961,7
E01024962,8
E01024915,6
E01024916,9
E01024917,5
E01024918,8
E01024973,9
E01020343,8
E01020344,6
E01020345,6
E01020365,7
E01020351,9
E01020352,8
E01020353,6
E01020359,6
E01020366,10
E01020349,7
E01020350,10
E01020357,6
E01020358,10
E01020369,9
E01020370,7
E01020371,10
E01020372,7
E01020346,5
E01020347,3
E01020348,2
E01020363,3
E01020360,6
E01020361,6
E01020364,4
E01020367,7
E01020368,5
E01020354,6
E01020355,9
E01020356,8
E01020362,9
E01000001,10
E01000002,10
E01000003,5
E01000005,3
E01032739,9
E01032740,10
E01021655,9
E01021656,6
E01021659,6
E01021661,6
E01021668,7
E01021669,3
E01021670,2
E01021671,8
E01033720,5
E01033721,9
E01021660,7
E01021728,9
E01021729,7
E01021730,7
E01021679,5
E01021680,6
E01021681,6
E01021682,9
E01021646,5
E01021647,3
E01021648,3
E01021649,3
E01021650,6
E01021696,2
E01021697,3
E01021698,1
E01021699,2
E01021700,1
E01033719,6
E01033722,1
E01021673,9
E01021674,4
E01021675,8
E01021676,9
E01021654,10
E01021662,8
E01021663,7
E01021677,9
E01021678,8
E01021683,2
E01021684,6
E01021685,1
E01021686,3
E01021687,3
E01021688,4
E01021718,8
E01021719,7
E01021720,5
E01021721,6
E01021722,6
E01021651,3
E01021652,9
E01021653,9
E01021717,7
E01021689,4
E01021690,8
E01021691,6
E01021692,8
E01021693,9
E01021711,2
E01021713,4
E01021714,5
E01021715,5
E01033723,5
E01021657,5
E01021658,4
E01021664,5
E01021665,1
E01021666,7
E01021667,2
E01021736,6
E01021737,7
E01021738,9
E01021739,9
E01021740,7
E01021637,5
E01021638,2
E01021639,2
E01021640,4
E01021641,4
E01021642,4
E01021643,9
E01021644,6
E01021645,10
E01021694,8
E01021695,9
E01021723,5
E01021724,8
E01021725,8
E01021726,3
E01021727,7
E01021731,8
E01021732,5
E01021733,5
E01021734,9
E01021735,7
E01021708,8
E01021709,7
E01021710,8
E01021702,5
E01021703,1
E01021704,3
E01021705,4
E01021706,6
E01021707,4
E01019268,7
E01019269,3
E01019270,3
E01019297,6
E01019260,5
E01019280,4
E01019281,6
E01019282,6
E01019261,10
E01019262,8
E01019284,5
E01019285,3
E01019286,9
E01019287,10
E01019288,10
E01019256,8
E01019263,1
E01019264,6
E01019265,4
E01019266,4
E01019267,2
E01019276,10
E01019277,2
E01019278,7
E01019291,5
E01019292,9
E01019294,2
E01019295,1
E01019296,6
E01019301,1
E01019302,2
E01019271,4
E01019272,3
E01019273,7
E01019274,6
E01019275,6
E01019257,5
E01019258,9
E01019279,10
E01019300,10
E01019303,8
E01019304,10
E01019259,9
E01019283,7
E01019289,3
E01019290,4
E01019293,6
E01019298,4
E01019299,4
E01026971,5
E01026979,7
E01026980,7
E01026982,2
E01026969,5
E01026970,6
E01026972,4
E01026976,2
E01026981,5
E01026983,2
E01026957,5
E01026958,2
E01026977,5
E01026978,9
E01026962,3
E01026973,5
E01026974,6
E01026975,2
E01026984,4
E01026985,4
E01026949,2
E01026950,2
E01026951,3
E01026952,6
E01026959,3
E01026960,1
E01026961,2
E01026965,1
E01026966,2
E01026967,3
E01026968,1
E01026953,5
E01026954,1
E01026955,10
E01026956,4
E01026963,2
E01032963,9
E01032964,8
E01032965,8
E01032966,6
E01032967,6
E01018936,7
E01018937,2
E01018938,4
E01018959,8
E01018960,4
E01018961,7
E01018943,6
E01018951,5
E01018974,6
E01018940,8
E01018941,6
E01018942,6
E01018969,6
E01018953,5
E01018968,7
E01033291,5
E01033292,3
E01018946,6
E01018947,5
E01018948,4
E01018949,2
E01018950,4
E01018925,8
E01018952,6
E01018965,6
E01018966,6
E01018967,8
E01018924,6
E01018962,6
E01033289,9
E01018954,5
E01018955,7
E01018956,8
E01018957,6
E01018958,5
E01018970,7
E01018971,4
E01018972,5
E01018973,7
E01018753,7
E01018754,3
E01018755,7
E01018756,7
E01018923,8
E01018926,5
E01018944,7
E01018945,8
E01018777,5
E01018782,7
E01018783,6
E01018784,9
E01018750,6
E01018751,2
E01018752,6
E01018779,6
E01018932,2
E01018933,1
E01018934,5
E01018935,4
E01018927,3
E01018928,2
E01018929,3
E01018930,2
E01018931,5
E01018758,5
E01018768,3
E01018769,4
E01018778,6
E01018767,1
E01018770,2
E01018771,2
E01018772,5
E01019048,7
E01019049,4
E01019050,8
E01019051,4
E01019060,8
E01019061,6
E01019062,5
E01019063,5
E01019064,6
E01019065,5
E01019028,4
E01019029,4
E01019030,7
E01019031,5
E01019018,8
E01019019,8
E01019020,2
E01019021,6
E01019022,3
E01019023,5
E01018764,9
E01018787,7
E01018795,9
E01018796,8
E01018757,5
E01018763,7
E01018765,9
E01018785,6
E01019052,5
E01019053,3
E01019054,6
E01019055,2
E01018786,6
E01018788,4
E01018790,3
E01018794,5
E01018789,5
E01018791,7
E01018792,7
E01018793,4
E01019035,7
E01019036,6
E01019037,4
E01019074,3
E01019075,5
E01019076,1
E01018759,8
E01018760,5
E01018761,6
E01018766,5
E01018774,2
E01018797,2
E01018798,6
E01018799,4
E01018800,6
E01019069,3
E01019070,3
E01019071,6
E01019072,3
E01019073,4
E01019056,2
E01019057,5
E01019058,8
E01019059,4
E01018815,5
E01018831,7
E01018832,8
E01018847,5
E01018833,7
E01018842,5
E01018843,8
E01018844,5
E01018780,5
E01018781,7
E01033294,6
E01019024,6
E01019025,9
E01019026,8
E01019027,6
E01019013,3
E01019014,4
E01019015,8
E01019016,5
E01019017,8
E01018762,7
E01018773,6
E01018775,6
E01018776,5
E01019032,9
E01019034,4
E01019045,5
E01019047,5
E01019033,2
E01019041,1
E01019042,4
E01019043,4
E01019044,6
E01019046,3
E01018825,7
E01018826,9
E01018851,7
E01018852,9
E01019038,5
E01019039,9
E01019040,5
E01019066,9
E01019067,7
E01019068,7
E01018823,9
E01018824,6
E01018853,4
E01018854,2
E01018819,6
E01018822,9
E01018855,5
E01018856,3
E01018857,4
E01018858,7
E01018807,6
E01018808,6
E01018809,5
E01018810,10
E01018889,6
E01018890,5
E01018891,4
E01018892,8
E01018893,3
E01018908,5
E01018909,6
E01018910,1
E01018911,5
E01018816,10
E01018817,8
E01018818,7
E01018820,8
E01018821,8
E01018845,6
E01018846,6
E01018848,7
E01018849,5
E01018850,7
E01018912,5
E01018913,6
E01018914,6
E01018915,6
E01018916,4
E01018917,6
E01018918,6
E01018919,6
E01018894,5
E01018895,4
E01018896,7
E01018897,2
E01018898,1
E01018865,4
E01018866,4
E01018867,1
E01018868,4
E01018874,5
E01018875,2
E01018876,5
E01018877,5
E01018878,3
E01019008,2
E01019009,4
E01019010,7
E01019011,6
E01019012,5
E01018869,3
E01018870,1
E01018871,4
E01018872,5
E01018873,3
E01018827,9
E01018828,6
E01018829,4
E01018830,8
E01018978,3
E01018981,5
E01018982,4
E01018983,8
E01018984,2
E01018985,7
E01018986,7
E01018987,8
E01018863,5
E01018864,8
E01018921,5
E01018922,8
E01018834,4
E01018835,3
E01018836,2
E01018837,5
E01018975,6
E01018979,5
E01018980,6
E01018990,4
E01019007,5
E01018838,3
E01018839,5
E01018840,3
E01018841,1
E01018860,2
E01018803,8
E01018804,7
E01018805,8
E01018806,7
E01018811,7
E01018812,4
E01018813,7
E01018814,5
E01018859,8
E01018988,7
E01018989,5
E01018991,3
E01019006,7
E01018879,7
E01018880,6
E01018899,7
E01018900,8
E01018901,9
E01018976,7
E01018977,2
E01018994,6
E01018996,4
E01018997,1
E01018995,1
E01018998,5
E01018999,3
E01019001,4
E01018992,7
E01018993,4
E01019005,5
E01019000,3
E01019002,4
E01019003,5
E01019004,2
E01018882,7
E01018883,9
E01018884,9
E01018885,6
E01018886,7
E01018887,3
E01018888,4
E01018861,7
E01018862,7
E01018905,5
E01018906,7
E01018907,4
E01018881,5
E01018902,6
E01018903,7
E01018904,5
E01018920,7
E01022179,8
E01022182,7
E01022183,8
E01022184,8
E01022185,8
E01022177,6
E01022178,9
E01022205,8
E01022211,6
E01022212,9
E01022180,6
E01022181,10
E01022214,8
E01022222,9
E01022186,7
E01022187,7
E01022201,9
E01022216,9
E01022175,9
E01022207,10
E01022213,8
E01022215,10
E01022188,4
E01022189,8
E01022190,7
E01022196,8
E01022197,9
E01022194,7
E01022195,9
E01022199,8
E01022200,4
E01022191,5
E01022192,3
E01022193,10
E01022198,5
E01022225,6
E01022202,10
E01022203,9
E01022204,8
E01022208,10
E01022209,7
E01022210,7
E01022221,8
E01022223,7
E01022224,6
E01022176,7
E01022206,9
E01022217,7
E01022218,4
E01022219,10
E01022220,9
E01020634,7
E01020635,9
E01020636,3
E01020654,8
E01020676,6
E01020613,9
E01020614,5
E01020622,8
E01020623,9
E01020627,6
E01020628,8
E01020629,3
E01020655,7
E01020656,3
E01020657,5
E01020661,4
E01020662,3
E01020663,4
E01020674,2
E01020678,3
E01020606,2
E01020615,2
E01020616,3
E01020617,6
E01020626,3
E01020638,2
E01020639,1
E01020653,3
E01020677,4
E01020596,3
E01020597,8
E01020598,8
E01020611,10
E01020612,8
E01020647,2
E01020648,1
E01020649,3
E01020673,1
E01020675,3
E01020624,2
E01020625,3
E01020670,4
E01020671,1
E01020672,2
E01020632,5
E01020640,5
E01020641,6
E01020642,5
E01020643,5
E01020667,6
E01020592,1
E01020593,3
E01020599,5
E01020601,9
E01020602,2
E01020618,2
E01020650,4
E01020651,4
E01020652,4
E01020668,3
E01020669,1
E01020594,8
E01020595,10
E01020600,9
E01020603,10
E01020605,9
E01020630,3
E01020631,5
E01020637,7
E01020644,4
E01020645,2
E01020590,3
E01020591,3
E01020608,7
E01020609,4
E01020610,8
E01020750,9
E01020781,5
E01020786,8
E01020787,3
E01033163,10
E01033202,5
E01020740,5
E01020741,2
E01020742,2
E01020782,7
E01020783,4
E01020784,2
E01020743,1
E01020747,1
E01020748,1
E01020749,1
E01020773,2
E01020775,1
E01020604,5
E01020607,4
E01020619,5
E01020620,5
E01020621,2
E01020633,3
E01020664,9
E01020665,4
E01020666,7
E01020776,5
E01033161,6
E01033198,1
E01033205,4
E01033206,2
E01020709,9
E01020717,10
E01020718,8
E01020719,9
E01020721,10
E01020708,10
E01020710,6
E01020711,4
E01020720,7
E01020646,4
E01020658,3
E01020659,8
E01020660,5
E01020751,2
E01020752,1
E01020754,5
E01020756,9
E01020679,3
E01020680,8
E01020681,3
E01020714,5
E01020716,1
E01020725,8
E01020726,4
E01020727,2
E01020729,3
E01020730,4
E01020731,8
E01020682,9
E01020683,9
E01020690,5
E01020691,6
E01020692,6
E01020693,5
E01020722,1
E01020723,4
E01020724,1
E01020703,10
E01033164,9
E01033195,10
E01033197,2
E01033221,9
E01020705,3
E01020706,5
E01020715,5
E01020745,1
E01020753,3
E01020757,1
E01020758,1
E01020759,1
E01020765,1
E01020684,7
E01020702,10
E01020704,10
E01020712,10
E01020713,9
E01020760,6
E01020761,3
E01020762,1
E01020763,3
E01020733,1
E01020734,2
E01020735,5
E01020770,4
E01020771,1
E01020780,2
E01020764,1
E01020766,3
E01020767,1
E01020768,3
E01020746,5
E01020769,2
E01020777,2
E01020778,5
E01020779,10
E01020685,5
E01020686,4
E01020687,8
E01020688,4
E01020689,2
E01020736,2
E01020737,5
E01020738,5
E01020739,1
E01020744,4
E01020788,3
E01020789,4
E01020790,1
E01020791,2
E01020792,2
E01020694,2
E01020696,3
E01020697,4
E01020732,8
E01020889,8
E01020890,5
E01020891,7
E01020905,5
E01020906,6
E01020772,6
E01020793,3
E01020794,6
E01020795,4
E01020695,5
E01020698,9
E01020699,2
E01020700,3
E01020701,7
E01020876,3
E01020878,2
E01020887,4
E01020892,2
E01020894,2
E01020898,1
E01020877,3
E01020879,6
E01020893,3
E01020899,4
E01020903,6
E01020904,5
E01020817,7
E01020818,4
E01020819,1
E01020837,9
E01020843,7
E01020809,2
E01020810,5
E01020811,5
E01020812,5
E01020827,3
E01020806,2
E01020807,1
E01020820,2
E01020842,2
E01020797,1
E01020798,3
E01020799,2
E01020808,4
E01020873,1
E01020875,3
E01020900,3
E01020901,1
E01020902,1
E01020821,6
E01020822,6
E01020823,2
E01020835,3
E01020836,3
E01020803,4
E01020805,2
E01033203,3
E01020796,8
E01020828,9
E01020829,9
E01020830,8
E01020868,4
E01020869,3
E01020874,2
E01020880,1
E01020881,3
E01020870,10
E01020871,3
E01020872,5
E01020883,10
E01020886,3
E01020882,4
E01020888,6
E01020895,2
E01020896,3
E01020897,3
E01020884,2
E01020885,3
E01020907,1
E01020908,2
E01020909,1
E01020801,2
E01020802,3
E01020838,2
E01020839,2
E01020840,1
E01020841,1
E01020813,10
E01020814,8
E01020815,4
E01020848,3
E01020850,8
E01020851,8
E01020816,1
E01020844,1
E01020847,1
E01020849,2
E01020825,5
E01020831,4
E01020833,7
E01020834,3
E01020824,5
E01020826,3
E01020832,5
E01020845,1
E01020846,3
E01020856,4
E01020858,5
E01020859,7
E01020860,2
E01020861,6
E01020862,8
E01020864,8
E01020867,8
E01020857,8
E01020863,9
E01020865,9
E01020866,8
E01020852,8
E01020853,7
E01020854,6
E01020855,3
E01009589,4
E01032536,6
E01032537,3
E01032538,2
E01009590,4
E01009591,5
E01009593,5
E01009598,5
E01009604,3
E01009605,1
E01009607,1
E01009608,2
E01009610,2
E01009564,1
E01009575,2
E01009606,2
E01009609,3
E01009524,6
E01009525,7
E01009527,8
E01009594,5
E01009577,1
E01009579,1
E01009581,1
E01009584,4
E01009585,1
E01009709,1
E01009576,4
E01009578,7
E01009582,4
E01009583,4
E01009586,5
E01009565,3
E01009566,1
E01009567,2
E01009568,2
E01009523,9
E01009526,9
E01009528,8
E01009531,5
E01009587,4
E01009624,3
E01009625,5
E01009626,3
E01009622,2
E01009623,2
E01009627,2
E01009628,5
E01009599,5
E01009663,5
E01009710,5
E01009711,4
E01009522,4
E01009529,7
E01009530,8
E01009645,7
E01009569,2
E01009570,1
E01009571,1
E01009572,1
E01009573,3
E01009574,2
E01009655,3
E01009656,2
E01009659,2
E01009662,4
E01009664,4
E01009643,7
E01009644,7
E01009647,5
E01009648,6
E01009652,8
E01009653,8
E01009613,5
E01009657,5
E01009712,5
E01009714,5
E01009716,6
E01009580,7
E01009713,6
E01009715,7
E01009717,7
E01009718,1
E01009629,3
E01009630,2
E01009631,1
E01009632,2
E01009650,6
E01009614,4
E01009654,6
E01009658,6
E01009660,3
E01009646,7
E01009692,9
E01009693,7
E01009694,8
E01009695,8
E01009696,9
E01009704,7
E01009705,9
E01009636,2
E01009637,1
E01009638,1
E01009639,2
E01009640,1
E01009641,1
E01009697,8
E01009698,10
E01009703,4
E01009706,9
E01009649,5
E01009684,3
E01009685,7
E01009686,8
E01009687,5
E01009615,5
E01009616,4
E01009617,5
E01009618,6
E01009620,3
E01009621,2
E01009633,2
E01009634,3
E01009635,1
E01009661,2
E01009674,2
E01009699,4
E01009700,2
E01009701,3
E01009702,1
E01009688,5
E01009689,6
E01009690,4
E01009691,3
E01009548,5
E01009553,3
E01009642,4
E01009651,1
E01009676,6
E01009681,6
E01009682,6
E01009683,3
E01009532,7
E01009535,5
E01009536,8
E01009543,10
E01009707,8
E01009708,5
E01009554,8
E01009555,8
E01009556,9
E01009557,10
E01009558,9
E01009559,10
E01009537,1
E01009538,3
E01009611,1
E01009612,1
E01032527,3
E01032528,2
E01009679,2
E01032531,1
E01032532,7
E01032533,9
E01009549,10
E01009550,5
E01009552,4
E01032534,3
E01032535,7
E01009544,7
E01009619,2
E01032529,3
E01032530,6
E01009539,1
E01009540,1
E01009541,1
E01009542,1
E01009560,10
E01009561,4
E01009562,7
E01009563,10
E01009672,9
E01009666,9
E01009667,10
E01009668,8
E01009670,10
E01009665,10
E01009669,9
E01009671,10
E01033058,5
E01009588,2
E01009592,2
E01009596,3
E01009597,3
E01032587,2
E01027558,10
E01027559,6
E01027569,8
E01027570,9
E01027562,10
E01027567,10
E01027585,9
E01027568,9
E01027571,9
E01027572,6
E01027573,8
E01027557,10
E01027561,9
E01027576,10
E01027574,10
E01027575,7
E01027577,10
E01027579,3
E01027578,6
E01027580,2
E01027581,4
E01027582,6
E01027556,9
E01027560,8
E01027563,7
E01027586,10
E01027555,9
E01027564,7
E01027565,9
E01027566,8
E01027583,8
E01027584,8
E01031573,4
E01031574,4
E01031575,3
E01031576,4
E01031577,5
E01031586,5
E01031587,8
E01031588,10
E01031590,9
E01031593,9
E01031570,6
E01031571,3
E01031572,3
E01031609,3
E01031610,4
E01031583,5
E01031584,5
E01031585,6
E01031601,6
E01032835,4
E01032836,5
E01031589,9
E01031591,5
E01031594,6
E01031600,5
E01031603,5
E01031564,6
E01031565,5
E01031566,7
E01031567,5
E01031568,3
E01031596,3
E01031597,8
E01031598,3
E01031599,5
E01031608,6
E01031578,9
E01031580,7
E01031581,10
E01031592,9
E01031560,5
E01031561,6
E01031562,3
E01031563,7
E01031579,6
E01031582,8
E01031547,1
E01031548,4
E01031549,3
E01031550,4
E01031569,4
E01031595,4
E01031604,5
E01031605,4
E01031606,5
E01031607,6
E01031546,3
E01031551,3
E01031553,4
E01031554,5
E01031555,2
E01031552,3
E01031556,3
E01031557,4
E01031558,1
E01031559,3
E01001137,3
E01001138,4
E01001156,4
E01001162,3
E01001164,5
E01001084,6
E01001157,5
E01001159,3
E01001160,6
E01001163,6
E01001083,6
E01001086,6
E01001087,5
E01001161,1
E01001085,4
E01001088,4
E01001089,3
E01001090,3
E01001091,5
E01001147,2
E01001148,3
E01001151,2
E01001152,3
E01001158,3
E01001146,3
E01001149,3
E01001150,3
E01001153,3
E01001154,3
E01001136,3
E01001139,4
E01001140,2
E01001142,4
E01001144,2
E01001141,2
E01001143,3
E01001145,2
E01001191,2
E01001192,3
E01000994,4
E01000995,5
E01000996,3
E01000997,2
E01000999,4
E01001002,4
E01000998,3
E01001000,3
E01001003,3
E01001111,3
E01001155,3
E01001174,5
E01001175,3
E01001176,4
E01001182,4
E01001183,5
E01001184,6
E01001001,3
E01001109,2
E01001112,2
E01001113,2
E01001114,2
E01001116,2
E01000992,3
E01001185,4
E01001186,2
E01001188,2
E01001193,2
E01001004,2
E01001115,2
E01001117,4
E01001178,1
E01001181,3
E01001006,2
E01001007,5
E01001177,3
E01001179,4
E01001180,4
E01000980,3
E01000981,5
E01000982,3
E01000983,6
E01001187,3
E01000989,7
E01000991,9
E01001131,5
E01001132,6
E01001134,6
E01001005,5
E01001008,3
E01001009,5
E01001010,2
E01001011,3
E01001012,4
E01001013,2
E01001048,3
E01001110,3
E01001118,2
E01000985,7
E01000986,5
E01000987,8
E01000993,6
E01000975,3
E01000976,3
E01000977,3
E01000978,5
E01000979,5
E01000984,2
E01001044,7
E01001046,9
E01001049,8
E01001050,6
E01001014,2
E01001042,2
E01001165,6
E01001166,3
E01001168,6
E01001127,8
E01001128,1
E01001130,2
E01001135,6
E01001062,5
E01001063,6
E01001064,8
E01001129,9
E01001133,8
E01001035,4
E01001043,3
E01001045,3
E01001047,5
E01001170,3
E01001167,4
E01001169,2
E01001171,3
E01001172,1
E01001173,2
E01001036,10
E01001037,4
E01001038,4
E01001039,9
E01001040,4
E01001051,2
E01001052,1
E01001054,1
E01001056,1
E01001057,2
E01001033,7
E01001034,6
E01001041,3
E01001095,4
E01001100,8
E01001053,2
E01001055,2
E01001077,5
E01001078,2
E01001082,2
E01001120,6
E01001122,10
E01001123,7
E01001124,10
E01001125,5
E01001058,7
E01001059,5
E01001060,4
E01001061,3
E01001065,6
E01001066,1
E01001119,9
E01001126,5
E01001032,10
E01001101,10
E01001102,8
E01001107,8
E01001108,10
E01001076,3
E01001079,2
E01001080,2
E01001081,2
E01001073,6
E01001092,6
E01001093,5
E01001096,8
E01001097,4
E01001098,9
E01001028,10
E01001029,8
E01001030,10
E01001031,8
E01001094,9
E01001103,8
E01001105,5
E01001106,7
E01001121,7
E01001069,8
E01001070,4
E01001075,7
E01001099,3
E01001015,3
E01001016,6
E01001023,6
E01001067,9
E01001074,4
E01001068,4
E01001071,7
E01001072,9
E01001104,9
E01001017,9
E01001024,7
E01001025,7
E01001026,5
E01001027,6
E01001018,10
E01001019,9
E01001020,8
E01001021,1
E01001022,6
E01000990,2
E01001189,4
E01001190,3
